TIPO;PROGRESSIVO_DM_ASS;DATA_PRIMA_PUBBLICAZIONE;DM_RIFERIMENTO;GRUPPO_DM_SIMILI;ISCRIZIONE_REPERTORIO;INIZIO_VALIDITA;FINE_VALIDITA;FABBRICANTE_ASSEMBLATORE;CODICE_FISCALE;PARTITA_IVA_VATNUMBER;CODICE_CATALOGO_FABBR_ASS;DENOMINAZIONE_COMMERCIALE;CLASSIFICAZIONE_CND;DESCRIZIONE_CND;DATAFINE_COMMERCIO
1;4580;2007-10-22;;;S;2007-10-22;9999-12-31;NIPRO CORPORATION;;;D-AVF 16GX4/5 HTC-30R E;AGO FISTOLA PER EMODIALISI ARTERIOSO CON PUNTA ARROTONDATA 16G;A010401;AGHI FISTOLA ARTERO-VENOSI;
1;4581;2007-09-21;;;S;2007-09-21;9999-12-31;MEDACTA INTERNATIONAL SA;;;38.39.7177.755.20;MECTACER BIOLOX FORTE INSERTO CERAMICA 28/39 G;P0908030402;INSERTI PER PROTESI DI ANCA IN MATERIALE CERAMICO;
1;4582;2007-09-21;;;S;2007-09-21;9999-12-31;MEDACTA INTERNATIONAL SA;;;38.39.7177.765.23;MECTACER BIOLOX FORTE INSERTO CERAMICA 28/41 G;P0908030402;INSERTI PER PROTESI DI ANCA IN MATERIALE CERAMICO;
1;4583;2007-10-22;;;S;2007-10-22;9999-12-31;NIPRO CORPORATION;;;16GX1 HC-30R GA;AGO FISTOLA PER EMODIALISI ARTERIOSO 16G;A010401;AGHI FISTOLA ARTERO-VENOSI;
1;4584;2007-12-17;;;S;2007-12-17;9999-12-31;NIPRO CORPORATION;;;16GX1 HTC-15R GA;AGO FISTOLA PER EMODIALISI ARTERIOSO CON FORO LATERALE E ALETTE GIREVOLI CON TUBO 15 CM16G;A010401;AGHI FISTOLA ARTERO-VENOSI;
1;4585;2007-08-31;;;S;2007-08-31;9999-12-31;FRESENIUS KABI AG;;812738810;9009571;BIOR01 MAX BBS;B02010201;FILTRI PER LEUCORIDUZIONE DA LABORATORIO PER ERITROCITI;
1;4586;2007-10-12;;;S;2010-07-12;9999-12-31;CAPELLI SRL;02988510232;02988510232;KC204242;CUSCINO IN GEL FLUIDO CON FORO CENTRALE;Y033303;CUSCINI ANTIDECUBITO;
1;4587;2007-12-19;;;S;2007-12-19;9999-12-31;PLUS ORTHOPEDICS AG;;;110002XX;ADR STELO CONICO;P090804010201;STELI FEMORALI NON CEMENTATI PER IMPIANTO PRIMARIO NON MODULARI RETTI;
1;4588;2007-10-13;;;S;2007-10-13;9999-12-31;CAPELLI SRL;02988510232;02988510232;KC34;CUSCINO PREFORMATO CON FLUIDI AUTOMODELLANTI;Y033303;CUSCINI ANTIDECUBITO;2010-12-31
1;4589;2007-12-17;;;S;2007-12-17;9999-12-31;NIPRO CORPORATION;;;16GX1 TC-15B GA;AGO FISTOLA PER EMODIALISI CON ALETTE GIREVOLI - VENOSI16G;A010401;AGHI FISTOLA ARTERO-VENOSI;
1;4590;2007-12-17;;;S;2007-12-17;9999-12-31;NIPRO CORPORATION;;;17GX1 C-30B;AGO FISTOLA PER EMODIALISIVENOSO 17G;A010401;AGHI FISTOLA ARTERO-VENOSI;
1;4592;2007-09-21;;;S;2007-09-21;9999-12-31;MEDACTA INTERNATIONAL SA;;;38.39.7177.775.27;MECTACER BIOLOX FORTE INSERTO CERAMICA 28/44 G;P0908030402;INSERTI PER PROTESI DI ANCA IN MATERIALE CERAMICO;
1;4593;2007-12-17;;;S;2007-12-17;9999-12-31;NIPRO CORPORATION;;;17GX1 HC-30R GA;AGO FISTOLA PER EMODIALISI ARTERIOSO CON FORO LATERALE 17G;A010401;AGHI FISTOLA ARTERO-VENOSI;
1;4594;2007-09-21;;;S;2007-09-21;9999-12-31;MEDACTA INTERNATIONAL SA;;;38.39.7177.785.20;MECTACER BIOLOX FORTE INSERTO CERAMICA 28/48 G;P0908030402;INSERTI PER PROTESI DI ANCA IN MATERIALE CERAMICO;
1;4595;2007-12-17;;;S;2007-12-17;9999-12-31;NIPRO CORPORATION;;;17GX1 HTC-15R;AGO FISTOLA 17G PER EMODIALISI ARTERIOSO CON FORO LATERALE E ALETTE GIREVOLI - CON TUBO 15CM;A010401;AGHI FISTOLA ARTERO-VENOSI;
1;4596;2007-09-21;;;S;2007-09-21;9999-12-31;MEDACTA INTERNATIONAL SA;;;38.39.7177.795.24;MECTACER BIOLOX FORTE INSERTO CERAMICA 28/52 G;P0908030402;INSERTI PER PROTESI DI ANCA IN MATERIALE CERAMICO;
1;4597;2007-10-22;;;S;2007-10-22;9999-12-31;NIPRO CORPORATION;;;17GX1 HTC-30R GA;AGO FISTOLA ARTERIOSO PER EMODIALISI 17G;A010401;AGHI FISTOLA ARTERO-VENOSI;
1;4598;2007-12-17;;;S;2007-12-17;9999-12-31;NIPRO CORPORATION;;;17GX1 TC-30B;AGO FISTOLA 17G PER EMODIALISI CON ALETTE GIREVOLI - VENOSO;A010401;AGHI FISTOLA ARTERO-VENOSI;
1;4599;2007-10-13;;;S;2007-10-13;9999-12-31;CAPELLI SRL;02988510232;02988510232;KC43;CUSCINO CON BASE ANATOMICA RIGIDA E FLUIDI AUTOMODELLANTI;Y033303;CUSCINI ANTIDECUBITO;2010-12-31
1;4600;2007-09-26;;;S;2007-09-26;9999-12-31;COLOPLAST A/S;;69749917;16000X ELENCO CODICI E MISURE NELLA SCHEDA TECNICA ALLEGATA AL PARAGRAFO DOCUMENTAZIONE;CORSINEL FASCIA ADDOMINALE;Y031299;AUSILI PER LA TERAPIA DELL'ERNIA O AUSILI ADDOMINALI - ALTRI;
1;4602;2008-03-22;;;S;2008-03-22;9999-12-31;NIPRO CORPORATION;;;NEEDLE 20GX1;AGO IPODERMICO;A010101;AGHI IPODERMICI;
1;4604;2007-12-17;;;S;2007-12-17;9999-12-31;NIPRO CORPORATION;;;NEEDLE 20GX11/2;AGO IPODERMICO;A010101;AGHI IPODERMICI;
1;4605;2007-09-21;;;S;2007-09-21;9999-12-31;MEDACTA INTERNATIONAL SA;;;38.39.7177.805.26;MECTACER BIOLOX FORTE INSERTO CERAMICA 32/41 G;P0908030402;INSERTI PER PROTESI DI ANCA IN MATERIALE CERAMICO;
1;4606;2007-08-26;;;N;2007-08-26;9999-12-31;ANIKA THERAPEUTICS, INC.;;;685-110;ELEVESS;P900402;PRODOTTI RIASSORBIBILI PER RIEMPIMENTO E RICOSTRUZIONE;
1;4607;2007-12-17;;;S;2007-12-17;9999-12-31;NIPRO CORPORATION;;;NEEDLE 23GX1;AGO IPODERMICO;A010101;AGHI IPODERMICI;
1;4608;2008-03-22;;;S;2008-03-22;9999-12-31;NIPRO CORPORATION;;;NEEDLE 21GX1  1/2;AGO IPODERMICO;A010101;AGHI IPODERMICI;
1;4609;2007-10-13;;25728;S;2010-07-13;9999-12-31;CAPELLI SRL;02988510232;02988510232;KC984042;CUSCINO ANATOMICO CON BASE PORTANTE E SCHIUMA VISCOELASTICA;Y033303;CUSCINI ANTIDECUBITO;
1;4610;2007-12-03;;;S;2007-12-03;9999-12-31;NIPRO CORPORATION;;;NEEDLE 23GX11/4;AGO IPODERMICO;A010101;AGHI IPODERMICI;
1;4611;2008-12-09;;;S;2008-12-09;9999-12-31;TECRES S.P.A;01346810235;02042700233;CPSP-02;CAPSULA E SPATULA;P099002;DISPOSITIVI E KIT PER PREPARAZIONE E APPLICAZIONE DI CEMENTO IN ORTOPEDIA;
1;4613;2007-09-21;;;S;2007-09-21;9999-12-31;MEDACTA INTERNATIONAL SA;;;38.39.7177.815.20;MECTACER BIOLOX FORTE INSERTO CERAMICA 32/44 G;P0908030402;INSERTI PER PROTESI DI ANCA IN MATERIALE CERAMICO;
1;4614;2008-03-22;;;S;2008-03-22;9999-12-31;NIPRO CORPORATION;;;NEEDLE 25GX 1;AGO IPODERMICO;A010101;AGHI IPODERMICI;
1;4616;2007-08-26;;;S;2007-08-26;9999-12-31;CONFEZIONI UMBRE SRL;01706730544;01706730544;CROM1T;CAMICE SALA OPERATORIA;T020402;CAMICI CHIRURGICI RINFORZATI;
1;4618;2007-09-21;;;S;2007-09-21;9999-12-31;MEDACTA INTERNATIONAL SA;;;38.39.7177.825.23;MECTACER BIOLOX FORTE INSERTO CERAMICA 32/48 G;P0908030402;INSERTI PER PROTESI DI ANCA IN MATERIALE CERAMICO;
1;4619;2008-03-10;;;S;2008-03-10;9999-12-31;NIPRO CORPORATION;;;NEEDLE 27GX1/2;AGO IPODERMICO;A010101;AGHI IPODERMICI;
1;4620;2007-12-17;;;S;2007-12-17;9999-12-31;NIPRO CORPORATION;;;NEEDLE 27GX3/4;AGO IPODERMICO;A010101;AGHI IPODERMICI;
1;4621;2012-03-15;;;S;2012-03-15;9999-12-31;NIPRO CORPORATION;;;MULTIPLE DRAWING NEEDLE 20GX38;MULTIPLE DRAWING NEEDLE AGHI PER PRELIEVI MULTIPLI 20GX38MM;A010105;AGHI PER PRELIEVO SOTTO VUOTO;
1;4623;2007-10-13;;;S;2007-10-13;9999-12-31;CAPELLI SRL;02988510232;02988510232;KC43E;CUSCINO IN VISCOELASTICO ESPANSO CON BASE ANATOMICA;Y033303;CUSCINI ANTIDECUBITO;2010-12-31
1;4624;2007-09-14;;;S;2007-09-14;9999-12-31;PACIFICO S.R.L.;00234290658;00234290658;FERXX - SXXXY - COPXX - AAAXX - LXXXY;PROTEZIONI PER PAZIENTI IN CORSO DI PROCEDURE CLINICHE;T0306;PROTEZIONI PER PAZIENTI IN CORSO DI PROCEDURE CLINICHE;
1;4626;2007-10-17;;25720;S;2010-07-13;9999-12-31;CAPELLI SRL;02988510232;02988510232;KC914040;CUSCINO IN SCHIUMA VISCOELASTICA ESPANSA;Y033303;CUSCINI ANTIDECUBITO;
1;4628;2012-03-15;;;S;2012-03-15;9999-12-31;NIPRO CORPORATION;;;MULTIPLE DRAWING NEEDLE 21GX38MM;MULTIPLE DRAWING NEEDLEAGHI PER PRELIEVI MULTIPLI 21GX38MM;A010105;AGHI PER PRELIEVO SOTTO VUOTO;
1;4630;2007-10-17;;;S;2007-10-17;9999-12-31;CAPELLI SRL;02988510232;02988510232;KC91;CUSCINO IN SCHIUMA VISCOELASTICA ESPANSA;Y033303;CUSCINI ANTIDECUBITO;2010-12-31
1;4631;2007-10-17;;25721;S;2010-07-13;9999-12-31;CAPELLI SRL;02988510232;02988510232;KC924040;CUSCINO IN SCHIUMA VISCOELASTICA BUGNATA E BASE PORTANTE;Y033303;CUSCINI ANTIDECUBITO;
1;4632;2013-10-19;;;S;2013-10-19;9999-12-31;NIPRO CORPORATION;;;MULTIPLE DRAWING NEEDLE 22GX38MM;MULTIPLE DRAWING NEEDLEAGHI PER PRELIEVI MULTIPLI 22GX38MM;A010105;AGHI PER PRELIEVO SOTTO VUOTO;
1;4633;2008-03-10;;;S;2008-03-10;9999-12-31;NIPRO CORPORATION;;;SAFETOUCH PSV 21GX3/4;AGHI DA PRELIEVO CON DISPOSITIVO DI PROTEZIONE SAFETOUCH;A010199;AGHI E KIT PER INFUSIONE E PRELIEVO - ALTRI;
1;4634;2007-10-17;;43750;S;2012-12-21;9999-12-31;CAPELLI SRL;02988510232;02988510232;KC934040;CUSCINO FORATO IN SCHIUMA VISCOELASTICA E BASE PORTANTE;Y033303;CUSCINI ANTIDECUBITO;
1;4635;2008-03-10;;;S;2008-03-10;9999-12-31;NIPRO CORPORATION;;;SAFETOUCH PSV 22GX3/4;AGHI DA PRELIEVO CON DISPOSITIVO DI PROTEZIONE SAFETOUCH;A010199;AGHI E KIT PER INFUSIONE E PRELIEVO - ALTRI;
1;4636;2008-03-10;;;S;2008-03-10;9999-12-31;NIPRO CORPORATION;;;SAFETOUCH PSV 23GX3/4;AGHI DA PRELIEVO CON DISPOSITIVO DI PROTEZIONE SAFETOUCH;A010199;AGHI E KIT PER INFUSIONE E PRELIEVO - ALTRI;
1;4638;2007-11-22;;;S;2007-11-22;9999-12-31;CAPELLI SRL;02988510232;02988510232;KM01;MATERASSO VENTILATO ESPANSO;Y033306;MATERASSI E TRAVERSE ANTIDECUBITO;2010-12-31
1;4639;2008-03-10;;;S;2008-03-10;9999-12-31;NIPRO CORPORATION;;;SAFETOUCH PSV 25GX3/4;AGHI DA PRELIEVO CON DISPOSITIVO DI PROTEZIONE SAFETOUCH;A010199;AGHI E KIT PER INFUSIONE E PRELIEVO - ALTRI;
1;4640;2007-10-06;;;S;2007-10-06;9999-12-31;FUJIFILM CORPORATION;;;156986;THERMAL FILM   DI-HT;Z130106;PELLICOLE PER RIPRODUZIONE TERMICA A SECCO;
1;4641;2009-03-12;;;N;2009-03-12;9999-12-31;DENTAL TECH S.R.L.;05285500962;05285500962;ALLEGATO DETTAGLIO NELLA DOCUMENTAZIONE;IMPIANTI DENTALI;P010201;IMPIANTI DENTALI;
1;4642;2008-08-28;;;N;2008-08-28;9999-12-31;INDIGO ORB, INC.;;;6808331;SIRINGA AUTOMATICA A PERDITA DI RESISTENZA AUTODETECT;A020101;SIRINGHE A PERDITA DI RESISTENZA;
1;4643;2008-02-27;;;S;2008-02-27;9999-12-31;MEDILAND RUSCH CARE SRL;02292840127;02292840127;851541;MATERASSO KOMETA IN FIBRA CAVA SILICONATA AD INSERTI ASPORTABILI;Y033306;MATERASSI E TRAVERSE ANTIDECUBITO;
1;4644;2007-09-21;;;S;2007-09-21;9999-12-31;MEDACTA INTERNATIONAL SA;;;38.39.7177.835.27;MECTACER BIOLOX FORTE INSERTO CERAMICA 32/52 G;P0908030402;INSERTI PER PROTESI DI ANCA IN MATERIALE CERAMICO;
1;4645;2007-09-21;;;S;2007-09-21;9999-12-31;MEDACTA INTERNATIONAL SA;;;38.39.7187.635.20;MECTACER BIOLOX FORTE INSERTO CERAMICA 36/44 G;P0908030402;INSERTI PER PROTESI DI ANCA IN MATERIALE CERAMICO;
1;4646;2007-09-21;;;S;2007-09-21;9999-12-31;MEDACTA INTERNATIONAL SA;;;38.39.7187.625.20;MECTACER BIOLOX FORTE INSERTO CERAMICA 36/48 G;P0908030402;INSERTI PER PROTESI DI ANCA IN MATERIALE CERAMICO;
1;4647;2008-02-26;;;S;2014-07-09;9999-12-31;MEDILAND SRL;02292840127;02292840127;851506;CAMERE AD ACQUA KOMETA;Y033399;AUSILI ANTIDECUBITO / PREVENZIONE DELLE ULCERE - ALTRI;
1;4648;2007-09-21;;;S;2007-09-21;9999-12-31;MEDACTA INTERNATIONAL SA;;;38.39.7187.615.20;MECTACER BIOLOX FORTE INSERTO CERAMICA 36/52 G;P0908030402;INSERTI PER PROTESI DI ANCA IN MATERIALE CERAMICO;
1;4649;2007-08-29;;;S;2007-08-29;9999-12-31;LEONHARD LANG GMBH;;U37320902;583XX;SKINTACT;V9099;DISPOSITIVI NON COMPRESI NELLE CLASSI PRECEDENTI - ALTRI;
1;4650;2008-02-26;;;S;2014-03-11;9999-12-31;MEDILAND SRL;02292840127;02292840127;851551;PROTEZIONE PER GOMITO KOMETA IN FIBRA CAVA SILICONATA;Y033309;PROTEZIONI PER TALLONE, GOMITO E GINOCCHIO;
1;4651;2008-02-26;;;S;2014-03-11;9999-12-31;MEDILAND SRL;02292840127;02292840127;851552;PROTEZIONE PER GINOCCHIO KOMETA IN FIBRA CAVA SILICONATA;Y033309;PROTEZIONI PER TALLONE, GOMITO E GINOCCHIO;
1;4652;2008-02-27;;;S;2008-02-27;9999-12-31;MEDILAND RUSCH CARE SRL;02292840127;02292840127;003002;MATERASSO VENTILATO KOMETA 25 IN ESPANSO A TRE SEZIONI IN GOMMASCHIUMA SOFFICE;Y033306;MATERASSI E TRAVERSE ANTIDECUBITO;
1;4653;2010-07-22;;55154;S;2014-02-18;9999-12-31;NAKANISHI INC.;;;"PDS-2TD-15; PDS-2TD-20.";PUNTE ELICOIDALI PER TRAPANO;Z12100985;STRUMENTAZIONE PER SISTEMA MOTORIZZATO PER NEUROCHIRURGIA - MATERIALI SPECIFICI;
1;4654;2008-02-27;;;S;2014-01-25;9999-12-31;MEDILAND SRL;02292840127;02292840127;003000;MATERASSO VENTILATO KOMETA 30 IN ESPANSO A TRE SEZIONI IN GOMMAPIUMA SOFFICE, IGNIFUGO;Y033306;MATERASSI E TRAVERSE ANTIDECUBITO;
1;4655;2007-08-26;;;S;2007-08-26;9999-12-31;SERRES OY;;05917213;5795XX;SERRES SUCTION SYSTEM;Z12019080;STRUMENTAZIONE VARIA PER CHIRURGIA GENERALE E MULTIDISCIPLINARE - COMPONENTI ACCESSORI HARDWARE;
1;4657;2007-11-22;;25731;S;2010-07-13;9999-12-31;CAPELLI SRL;02988510232;02988510232;KM0219008510;MATERASSO VENTILATO ESPANSO A SEZIONE UNICA;Y033306;MATERASSI E TRAVERSE ANTIDECUBITO;
1;4658;2007-09-14;;;S;2007-09-14;9999-12-31;CONFEZIONI UMBRE SRL;01706730544;01706730544;TELOTTR1;TELO PER SALA OERATORIA;T020199;TELI CHIRURGICI - ALTRI;
1;4660;2007-12-12;;25742;S;2010-07-14;9999-12-31;CAPELLI SRL;02988510232;02988510232;KM0519508014;MATERASSO IN ESPANSO COMPOSITO PLURICOMPONENTE;Y033306;MATERASSI E TRAVERSE ANTIDECUBITO;
1;4661;2009-05-12;;;N;2009-05-12;9999-12-31;HITACHI MEDICAL CORPORATION;;;UHO504;EUB 6500HV;Z11040104;ECOTOMOGRAFI MULTIDISCIPLINARI (INTERNISTICI E CARDIOLOGICI, ECC.);
1;4662;2007-09-21;;;S;2007-09-21;9999-12-31;MEDACTA INTERNATIONAL SA;;;38.39.7173.895.00;MECTACER BIOLOX FORTE TESTA FEMORALE CONO 10/12 TAGLIA S Ø28 MM;P090804050201;TESTE FEMORALI IN MATERIALE CERAMICO PER PROTESI TOTALI;
1;4663;2007-11-22;;25764;S;2010-07-14;9999-12-31;CAPELLI SRL;02988510232;02988510232;KM1919008510;MATERASSO IN FIBRA CAVA SILICONATA;Y033306;MATERASSI E TRAVERSE ANTIDECUBITO;
1;4664;2009-05-12;;;N;2009-05-12;9999-12-31;HITACHI MEDICAL CORPORATION;;;UOH482;EUB 8500;Z11040104;ECOTOMOGRAFI MULTIDISCIPLINARI (INTERNISTICI E CARDIOLOGICI, ECC.);
1;4665;2009-05-12;;;N;2009-05-12;9999-12-31;HITACHI MEDICAL CORPORATION;;;UOH487;EUB 5500;Z11040104;ECOTOMOGRAFI MULTIDISCIPLINARI (INTERNISTICI E CARDIOLOGICI, ECC.);
1;4666;2010-04-30;;;S;2013-04-26;9999-12-31;NAKANISHI INC.;;;PD-MH;MICROMOTORE PRIMADO;Z12100902;TRAPANI PER NEUROCHIRURGIA;
1;4667;2009-12-10;;;N;2009-12-10;9999-12-31;HITACHI MEDICAL CORPORATION;;;MR-OP-150;ECHELON;Z11050105;TOMOGRAFI A MAGNETE CHIUSO CON INTENSITA' DI CAMPO SUPERIORE A 0.5T E INFERIORE O UGUALE A 3.0T;
1;4668;2007-08-26;;;S;2007-08-26;9999-12-31;CONFEZIONI UMBRE SRL;01706730544;01706730544;CROM4;CAMICE SALA OPERATORIA E.B.;T020402;CAMICI CHIRURGICI RINFORZATI;
1;4669;2007-09-21;;;S;2007-09-21;9999-12-31;MEDACTA INTERNATIONAL SA;;;38.39.7173.905.00;MECTACER BIOLOX FORTE TESTA FEMORALE CONO 10/12 TAGLIA S Ø28 MM;P090804050201;TESTE FEMORALI IN MATERIALE CERAMICO PER PROTESI TOTALI;
1;4670;2008-07-04;;25767;S;2010-07-14;9999-12-31;CAPELLI SRL;02988510232;02988510232;KM1019008513;MATERASSO IN FIBRA CAVA SILICONATA AD INSERTI ASPORTABILI;Y033306;MATERASSI E TRAVERSE ANTIDECUBITO;
1;4673;2008-07-04;;25770;S;2010-07-14;9999-12-31;CAPELLI SRL;02988510232;02988510232;KM1119008518;MATERASSO IN FIBRA CAVA SILICONATA AD INSERTI ASPORTABILI E STRUTTURA PORTANTE;Y033306;MATERASSI E TRAVERSE ANTIDECUBITO;
1;4675;2009-12-10;;;N;2009-12-10;9999-12-31;HITACHI MEDICAL CORPORATION;;;MR-DP-7A;AIRIS ELITE;Z11050102;TOMOGRAFI A MAGNETE APERTO CON INTENSITA' DI CAMPO MAGNETICO INFERIORE O UGUALE A 0.5T;
1;4676;2007-09-21;;;S;2007-09-21;9999-12-31;MEDACTA INTERNATIONAL SA;;;38.39.7173.915.00;MECTACER BIOLOX FORTE TESTA FEMORALE CONO 10/12 TAGLIA L Ø28 MM;P090804050201;TESTE FEMORALI IN MATERIALE CERAMICO PER PROTESI TOTALI;
1;4677;2009-12-10;;;N;2009-12-10;9999-12-31;HITACHI MEDICAL CORPORATION;;;MR-WS-13B;APERTO;Z11050102;TOMOGRAFI A MAGNETE APERTO CON INTENSITA' DI CAMPO MAGNETICO INFERIORE O UGUALE A 0.5T;
1;4679;2008-11-23;;;S;2008-11-23;9999-12-31;ARTSANA SPA;00227010139;00227010139;00035100000000;DISPOSITIVO PER AEROSOLTERAPIA AIRCLINIC;Z12159002;APPARECCHIATURE PER AEROSOL;2012-05-30
1;4680;2007-09-21;;;S;2007-09-21;9999-12-31;MEDACTA INTERNATIONAL SA;;;38.39.7173.925.00;MECTACER BIOLOX BALL HEAD TAPER10/12 SIZE S DIAM 32MM OFFSET -3.5MM;P0908030402;INSERTI PER PROTESI DI ANCA IN MATERIALE CERAMICO;
1;4682;2007-09-21;;;S;2007-09-21;9999-12-31;MEDACTA INTERNATIONAL SA;;;38.39.7173.935.00;MECTACER BIOLOX BALL HEAD TAPER10/12 SIZE M DIAM 32MM OFFSET 0MM;P0908030402;INSERTI PER PROTESI DI ANCA IN MATERIALE CERAMICO;
1;4683;2007-09-21;;;S;2007-09-21;9999-12-31;MEDACTA INTERNATIONAL SA;;;38.39.7173.945.00;MECTACER BIOLOX FORTE TESTA FEMORALE CONO 10/12 TAGLIA L Ø32 MM;P090804050201;TESTE FEMORALI IN MATERIALE CERAMICO PER PROTESI TOTALI;
1;4685;2007-09-20;;;S;2007-09-20;9999-12-31;MEDACTA INTERNATIONAL SA;;;38.39.7172.005.09;MECTACER BIOLOX FORTE TESTA FEMORALE CONO 12/14 TAGLIA S Ø28 MM;P090804050201;TESTE FEMORALI IN MATERIALE CERAMICO PER PROTESI TOTALI;
1;4686;2008-02-27;;;S;2008-02-27;9999-12-31;MEDILAND RUSCH CARE SRL;02292840127;02292840127;003030;MATERASSO KOMETA IN FIBRE CAVE SILICONATE;Y033306;MATERASSI E TRAVERSE ANTIDECUBITO;
1;4688;2007-09-20;;;S;2007-09-20;9999-12-31;MEDACTA INTERNATIONAL SA;;;38.39.7172.025.06;MECTACER BIOLOX FORTE TESTA FEMORALE CONO 12/14 TAGLIA L Ø28 MM;P090804050201;TESTE FEMORALI IN MATERIALE CERAMICO PER PROTESI TOTALI;
1;4689;2007-10-26;;;S;2007-10-26;9999-12-31;CAPELLI SRL;02988510232;02988510232;KA04;GOMITIERA IN FIBRA CAVA SILICONATA;Y033309;PROTEZIONI PER TALLONE, GOMITO E GINOCCHIO;
1;4691;2007-09-21;;;S;2007-09-21;9999-12-31;MEDACTA INTERNATIONAL SA;;;38.39.7172.045.03;MECTACER BIOLOX FORTE TESTA FEMORALE CONO 12/14 TAGLIA S Ø32 MM;P090804050201;TESTE FEMORALI IN MATERIALE CERAMICO PER PROTESI TOTALI;
1;4692;2007-09-21;;;S;2007-09-21;9999-12-31;MEDACTA INTERNATIONAL SA;;;38.39.7172.055.07;MECTACER BIOLOX FORTE TESTA FEMORALE CONO 12/14 TAGLIA M Ø32 MM;P090804050201;TESTE FEMORALI IN MATERIALE CERAMICO PER PROTESI TOTALI;
1;4693;2008-12-12;;;S;2010-07-26;9999-12-31;ARTSANA SPA;00227010139;00227010139;00035200000000;DISPOSITIVO PER AEROSOLTERAPIA AIRDELUXE;Z12159002;APPARECCHIATURE PER AEROSOL;2012-04-30
1;4694;2008-02-26;;;S;2014-03-11;9999-12-31;MEDILAND SRL;02292840127;02292840127;"851525; 851526";CUSCINO AD ACQUA KOMETA;Y033303;CUSCINI ANTIDECUBITO;
1;4695;2007-09-14;;;S;2007-09-14;9999-12-31;CONFEZIONI UMBRE SRL;01706730544;01706730544;TELOMIC;TELO PER SALA OERATORIA;T020199;TELI CHIRURGICI - ALTRI;
1;4696;2008-02-23;;;S;2008-02-23;9999-12-31;MEDILAND RUSCH CARE SRL;02292840127;02292840127;855310, 855311, 855312, 855314, 855316, 855317, 855318, 855319.;"CUSCINO KOMET ""1"" AIR";Y033303;CUSCINI ANTIDECUBITO;
1;4697;2008-12-12;;;S;2008-12-12;9999-12-31;ARTSANA SPA;00227010139;00227010139;00035300000000;DISPOSITIVO PER AEROSOLTERAPIA AIRFAMILY;Z12159002;APPARECCHIATURE PER AEROSOL;2011-08-31
1;4698;2008-02-23;;;S;2008-02-23;9999-12-31;MEDILAND RUSCH CARE SRL;02292840127;02292840127;003150, 003151, 003152.;CUSCINO KOMET CELL;Y033303;CUSCINI ANTIDECUBITO;
1;4699;2007-09-01;;;N;2007-09-01;9999-12-31;ROTTAPHARM S.P.A.;04472830159;04472830159;FHY002;SOAVEL LV;P900402;PRODOTTI RIASSORBIBILI PER RIEMPIMENTO E RICOSTRUZIONE;2010-05-12
1;4700;2013-10-25;;;S;2013-10-25;9999-12-31;MEDILAND SRL;02292840127;02292840127;333333;KOMETA ME 1000;Y033399;AUSILI ANTIDECUBITO / PREVENZIONE DELLE ULCERE - ALTRI;
1;4701;2007-09-21;;;S;2007-09-21;9999-12-31;MEDACTA INTERNATIONAL SA;;;38.39.7172.065.00;MECTACER BIOLOX FORTE TESTA FEMORALE CONO 12/14 TAGLIA M Ø32 MM;P090804050201;TESTE FEMORALI IN MATERIALE CERAMICO PER PROTESI TOTALI;
1;4702;2008-03-06;;;S;2008-03-06;9999-12-31;MEDILAND RUSCH CARE SRL;02292840127;02292840127;855395;MATERASSO KOMET PRESS 1000;Y033306;MATERASSI E TRAVERSE ANTIDECUBITO;
1;4704;2013-09-20;;;S;2013-09-20;9999-12-31;MEDILAND SRL;02292840127;02292840127;666666;KOMETA ME 900;Y033399;AUSILI ANTIDECUBITO / PREVENZIONE DELLE ULCERE - ALTRI;
1;4705;2008-02-29;;;S;2014-04-04;9999-12-31;MEDILAND SRL;02292840127;02292840127;855390;MATERASSO KOMET PRESS 900;Y033306;MATERASSI E TRAVERSE ANTIDECUBITO;
1;4706;2007-09-21;;;S;2017-10-27;9999-12-31;ICOGUANTI SPA;00266790104;12277470154;ENPF - ESTRA SMALL;MULTIPRO NITRILE POWDER FREE;T01020204;GUANTI NON CHIRURGICI IN NITRILE;
1;4721;2007-10-17;;60097;S;2014-08-20;9999-12-31;W.L.GORE & ASSOCIATES INC.;;;1CVX[NNN] ([NNN] PARTE VARIABILE);PATCH CARDIOVASCOLAREGORE-TEX® ACUSEAL;P07020299;PATCH VASCOLARI SINTETICI - ALTRI;
1;4722;2007-09-21;;;S;2007-09-21;9999-12-31;MEDACTA INTERNATIONAL SA;;;38.39.7175.895.00;MECTACER BIOLOX FORTE TESTA FEMORALE CONO 10/12 TAGLIA S Ø28 MM;P090804050201;TESTE FEMORALI IN MATERIALE CERAMICO PER PROTESI TOTALI;
1;4723;2007-09-21;;;S;2007-09-21;9999-12-31;MEDACTA INTERNATIONAL SA;;;38.39.7175.905.00;MECTACER BIOLOX FORTE TESTA FEMORALE CONO 10/12 TAGLIA M Ø28 MM;P090804050201;TESTE FEMORALI IN MATERIALE CERAMICO PER PROTESI TOTALI;
1;4724;2008-08-03;;;S;2008-08-03;9999-12-31;MEDACTA INTERNATIONAL SA;;;02.08.0001;GMK-UNI FEMORE CEMENTATO STD TAGLIA 1;P09090401;COMPONENTI FEMORALI PER PROTESI DI GINOCCHIO MONOCOMPARTIMENTALI;
